-38,1
-29,1
-22,1
-21,1
-20,1
-18,1
-17,1
-16,2
-15,1
-14,2
-13,3
-12,2
-11,1
-10,1
-9,1
-8,5
-7,4
-6,5
-5,9
-4,3
-3,9
-2,13
-1,48
0,1367
1,364
2,551
3,1429
4,2138
5,2549
6,1181
7,877
8,651
9,554
10,455
11,387
12,355
13,327
14,250
15,226
16,176
17,142
18,105
19,94
20,76
21,64
22,30
23,25
24,23
25,17
26,7
27,4
28,7
29,4
30,1
31,1
32,3
44,1
